Radiation solaire diffuse ,Radiation solaire globale ,Temperature ,Humidite,Vitesse du vent ,Date,Heure,Latitude,Longitude,Azimuth Angle,Solar Elevation
0,0,13.5,85,0.8,01/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-77.7604367278692
0,0,14.0,81,0.4,01/01/2024,01:00,35.2512,-3.9376,230.85669266817177,-72.11185976356273
0,0,13.7,81,0.3,01/01/2024,02:00,35.2512,-3.9376,252.9855950939645,-61.231117692578636
0,0,13.6,81,0.5,01/01/2024,03:00,35.2512,-3.9376,265.04687254072553,-49.210742813863845
0,0,13.6,81,0.6,01/01/2024,04:00,35.2512,-3.9376,273.84820738315204,-36.97356281340086
0,0,13.5,70,1.0,01/01/2024,05:00,35.2512,-3.9376,281.5531885375704,-24.844917877665367
0,0,13.4,81,0.5,01/01/2024,06:00,35.2512,-3.9376,289.1283052790383,-13.039525634101793
1,1,13.5,67,1.5,01/01/2024,07:00,35.2512,-3.9376,297.19045259800157,-1.7811958823671858
48,48,14.1,66,0.9,01/01/2024,08:00,35.2512,-3.9376,306.2680434815162,8.638523472305678
115,115,14.8,64,3.6,01/01/2024,09:00,35.2512,-3.9376,316.8742254968784,17.810585799563015
170,174,15.5,77,2.3,01/01/2024,10:00,35.2512,-3.9376,329.4361214206952,25.171037135158116
221,232,16.2,60,1.9,01/01/2024,11:00,35.2512,-3.9376,344.028896251607,30.02723888886277
222,232,16.7,55,2.3,01/01/2024,12:00,35.2512,-3.9376,0.0,31.737163272130765
212,226,17.0,54,2.7,01/01/2024,13:00,35.2512,-3.9376,15.971103748392961,30.02723888886277
169,179,17.1,54,1.9,01/01/2024,14:00,35.2512,-3.9376,30.563878579304777,25.171037135158116
114,119,16.9,69,3.3,01/01/2024,15:00,35.2512,-3.9376,43.1257745031216,17.810585799563015
38,38,16.4,81,1.7,01/01/2024,16:00,35.2512,-3.9376,53.73195651848377,8.638523472305678
0,0,15.8,85,2.3,01/01/2024,17:00,35.2512,-3.9376,62.809547401998415,-1.7811958823671858
0,0,15.3,85,1.2,01/01/2024,18:00,35.2512,-3.9376,70.87169472096176,-13.039525634101793
0,0,15.0,81,1.2,01/01/2024,19:00,35.2512,-3.9376,78.44681146242961,-24.844917877665367
0,0,14.8,81,1.3,01/01/2024,20:00,35.2512,-3.9376,86.15179261684794,-36.97356281340086
0,0,14.4,81,0.5,01/01/2024,21:00,35.2512,-3.9376,94.95312745927446,-49.210742813863845
0,0,14.0,85,0.3,01/01/2024,22:00,35.2512,-3.9376,107.01440490603551,-61.231117692578636
0,0,13.6,85,0.2,01/01/2024,23:00,35.2512,-3.9376,129.14330733182823,-72.11185976356273
0,0,13.1,81,0.2,02/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-77.67934360830768
0,0,12.4,85,1.3,02/01/2024,01:00,35.2512,-3.9376,230.67560196099254,-72.05293407714126
0,0,12.1,81,3.6,02/01/2024,02:00,35.2512,-3.9376,252.84283895753788,-61.18811513293289
0,0,11.9,81,2.7,02/01/2024,03:00,35.2512,-3.9376,264.9372338439867,-49.17276823252831
0,0,11.7,85,2.5,02/01/2024,04:00,35.2512,-3.9376,273.7583972526423,-36.935808232424606
0,0,11.6,85,1.3,02/01/2024,05:00,35.2512,-3.9376,281.47553373197513,-24.804808215596992
0,0,11.4,85,1.7,02/01/2024,06:00,35.2512,-3.9376,289.0585427528157,-12.995296593046689
1,1,11.4,85,0.4,02/01/2024,07:00,35.2512,-3.9376,297.12642591654077,-1.7313909727954098
79,119,12.8,85,0.9,02/01/2024,08:00,35.2512,-3.9376,306.2093601165564,8.695185227582613
83,282,14.5,81,1.0,02/01/2024,09:00,35.2512,-3.9376,316.8225468824687,17.875054026192544
132,407,16.0,60,1.7,02/01/2024,10:00,35.2512,-3.9376,329.39567319073774,25.24340281650221
237,316,16.5,54,1.0,02/01/2024,11:00,35.2512,-3.9376,344.0060124861561,30.105876483533905
233,399,17.2,51,2.7,02/01/2024,12:00,35.2512,-3.9376,0.0,31.818256391692366
234,331,17.4,51,3.3,02/01/2024,13:00,35.2512,-3.9376,15.9939875138439,30.105876483533905
138,383,17.8,52,1.7,02/01/2024,14:00,35.2512,-3.9376,30.604326809262258,25.24340281650221
94,207,17.4,55,2.9,02/01/2024,15:00,35.2512,-3.9376,43.17745311753131,17.875054026192544
44,57,16.6,59,1.9,02/01/2024,16:00,35.2512,-3.9376,53.79063988344357,8.695185227582613
0,0,15.6,66,2.3,02/01/2024,17:00,35.2512,-3.9376,62.873574083459225,-1.7313909727954098
0,0,15.2,66,0.6,02/01/2024,18:00,35.2512,-3.9376,70.94145724718433,-12.995296593046689
0,0,14.7,69,0.3,02/01/2024,19:00,35.2512,-3.9376,78.52446626802487,-24.804808215596992
0,0,14.2,76,0.1,02/01/2024,20:00,35.2512,-3.9376,86.24160274735772,-36.935808232424606
0,0,13.8,82,0.1,02/01/2024,21:00,35.2512,-3.9376,95.06276615601331,-49.17276823252831
0,0,13.3,81,0.0,02/01/2024,22:00,35.2512,-3.9376,107.1571610424621,-61.18811513293289
0,0,12.8,86,0.0,02/01/2024,23:00,35.2512,-3.9376,129.32439803900746,-72.05293407714126
0,0,12.4,91,0.0,03/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-77.59145567379326
0,0,12.1,93,0.0,03/01/2024,01:00,35.2512,-3.9376,230.48063365088555,-71.98888278173925
0,0,11.7,91,0.1,03/01/2024,02:00,35.2512,-3.9376,252.6885613261278,-61.14134025866829
0,0,11.5,93,0.1,03/01/2024,03:00,35.2512,-3.9376,264.8185985427224,-49.1314947415203
0,0,11.3,94,0.1,03/01/2024,04:00,35.2512,-3.9376,273.6611624233566,-36.89481391189088
0,0,11.2,93,0.1,03/01/2024,05:00,35.2512,-3.9376,281.3914289567292,-24.761292527041448
0,0,11.0,100,0.1,03/01/2024,06:00,35.2512,-3.9376,288.98296287114385,-12.947340581830716
4,4,11.1,100,0.2,03/01/2024,07:00,35.2512,-3.9376,297.0570382180263,-1.6774104582205638
83,136,12.7,96,0.4,03/01/2024,08:00,35.2512,-3.9376,306.1457396067012,8.756584539523487
79,277,14.4,87,0.7,03/01/2024,09:00,35.2512,-3.9376,316.76649573426505,17.94490867445201
90,406,16.1,70,2.7,03/01/2024,10:00,35.2512,-3.9376,329.3517813597583,25.321819584280775
91,487,17.4,64,2.9,03/01/2024,11:00,35.2512,-3.9376,343.9811701196887,30.191098657895758
92,507,18.4,60,3.9,03/01/2024,12:00,35.2512,-3.9376,0.0,31.906144326206757
87,467,19.0,59,2.7,03/01/2024,13:00,35.2512,-3.9376,16.018829880311277,30.191098657895758
67,381,19.2,58,1.2,03/01/2024,14:00,35.2512,-3.9376,30.648218640241666,25.321819584280775
56,241,18.7,56,2.1,03/01/2024,15:00,35.2512,-3.9376,43.23350426573495,17.94490867445201
36,85,17.8,60,5.0,03/01/2024,16:00,35.2512,-3.9376,53.85426039329878,8.756584539523487
0,0,16.6,66,8.3,03/01/2024,17:00,35.2512,-3.9376,62.9429617819737,-1.6774104582205638
0,0,16.1,75,6.0,03/01/2024,18:00,35.2512,-3.9376,71.01703712885613,-12.947340581830716
0,0,15.5,75,2.7,03/01/2024,19:00,35.2512,-3.9376,78.60857104327077,-24.761292527041448
0,0,14.9,79,2.1,03/01/2024,20:00,35.2512,-3.9376,86.33883757664343,-36.89481391189088
0,0,14.3,83,2.3,03/01/2024,21:00,35.2512,-3.9376,95.1814014572776,-49.1314947415203
0,0,13.7,86,1.7,03/01/2024,22:00,35.2512,-3.9376,107.3114386738722,-61.14134025866829
0,0,13.1,88,1.7,03/01/2024,23:00,35.2512,-3.9376,129.51936634911445,-71.98888278173925
0,0,12.5,88,1.3,04/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-77.49679896741785
0,0,11.9,89,1.2,04/01/2024,01:00,35.2512,-3.9376,230.27214606685087,-71.91968187001501
0,0,11.2,88,2.7,04/01/2024,02:00,35.2512,-3.9376,252.52291328991396,-61.09076717171297
0,0,10.9,89,3.1,04/01/2024,03:00,35.2512,-3.9376,264.6910475118534,-49.08690682236258
0,0,10.6,93,3.6,04/01/2024,04:00,35.2512,-3.9376,273.55655583631255,-36.850573861883674
0,0,10.4,92,1.3,04/01/2024,05:00,35.2512,-3.9376,281.3009126908105,-24.71437295877935
0,0,10.1,93,0.4,04/01/2024,06:00,35.2512,-3.9376,288.9015946651436,-12.89566685568569
3,3,10.2,93,0.3,04/01/2024,07:00,35.2512,-3.9376,296.9823108396712,-1.6192698359575104
78,124,11.5,86,0.5,04/01/2024,08:00,35.2512,-3.9376,306.077195805694,8.822700682335736
69,287,13.2,82,0.3,04/01/2024,09:00,35.2512,-3.9376,316.7060782266811,18.020125250683066
93,402,14.7,71,0.8,04/01/2024,10:00,35.2512,-3.9376,329.3044455312233,25.40626113301282
94,485,15.9,65,0.7,04/01/2024,11:00,35.2512,-3.9376,343.95436635744005,30.282879051654497
100,508,16.8,62,2.5,04/01/2024,12:00,35.2512,-3.9376,0.0,32.00080103258215
114,451,17.3,61,0.9,04/01/2024,13:00,35.2512,-3.9376,16.04563364255995,30.282879051654497
75,376,17.4,59,0.5,04/01/2024,14:00,35.2512,-3.9376,30.69555446877671,25.40626113301282
62,237,17.0,60,0.6,04/01/2024,15:00,35.2512,-3.9376,43.293921773318935,18.020125250683066
37,83,16.1,60,1.0,04/01/2024,16:00,35.2512,-3.9376,53.92280419430603,8.822700682335736
0,0,15.0,68,1.7,04/01/2024,17:00,35.2512,-3.9376,63.01768916032883,-1.6192698359575104
0,0,14.4,79,1.3,04/01/2024,18:00,35.2512,-3.9376,71.0984053348564,-12.89566685568569
0,0,13.8,79,1.9,04/01/2024,19:00,35.2512,-3.9376,78.69908730918952,-24.71437295877935
0,0,13.2,83,0.5,04/01/2024,20:00,35.2512,-3.9376,86.44344416368743,-36.850573861883674
0,0,12.6,84,1.0,04/01/2024,21:00,35.2512,-3.9376,95.30895248814657,-49.08690682236258
0,0,12.0,84,0.8,04/01/2024,22:00,35.2512,-3.9376,107.47708671008604,-61.09076717171297
0,0,11.4,90,0.7,04/01/2024,23:00,35.2512,-3.9376,129.72785393314913,-71.91968187001501
0,0,10.9,84,2.5,05/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-77.39540153800641
0,0,10.4,84,3.1,05/01/2024,01:00,35.2512,-3.9376,230.05051897891195,-71.84530660573168
0,0,9.9,86,2.5,05/01/2024,02:00,35.2512,-3.9376,252.346056716029,-61.036368578164115
0,0,9.6,85,1.3,05/01/2024,03:00,35.2512,-3.9376,264.5546675708611,-49.0389880850351
0,0,9.3,86,2.5,05/01/2024,04:00,35.2512,-3.9376,273.4446343410145,-36.803081823279456
0,0,9.2,90,1.3,05/01/2024,05:00,35.2512,-3.9376,281.20402625702087,-24.66405193946349
0,0,9.0,87,2.3,05/01/2024,06:00,35.2512,-3.9376,288.8144693160274,-12.840285450905057
4,4,9.0,85,1.0,05/01/2024,07:00,35.2512,-3.9376,296.9022667038321,-1.5569858342434486
84,143,10.7,79,0.9,05/01/2024,08:00,35.2512,-3.9376,306.00374359615205,8.893511313887615
64,292,12.4,72,0.7,05/01/2024,09:00,35.2512,-3.9376,316.6413009779123,18.100677361628826
115,401,13.9,63,0.5,05/01/2024,10:00,35.2512,-3.9376,329.25366523794844,25.496699121128103
160,438,14.9,59,0.7,05/01/2024,11:00,35.2512,-3.9376,343.9255981506494,30.381189270013685
182,455,15.7,54,0.8,05/01/2024,12:00,35.2512,-3.9376,0.0,32.10219846199366
159,428,16.1,54,2.1,05/01/2024,13:00,35.2512,-3.9376,16.07440184935058,30.381189270013685
128,340,16.2,53,1.9,05/01/2024,14:00,35.2512,-3.9376,30.746334762051546,25.496699121128103
67,241,15.9,54,1.9,05/01/2024,15:00,35.2512,-3.9376,43.358699022087706,18.100677361628826
40,88,15.0,55,3.6,05/01/2024,16:00,35.2512,-3.9376,53.99625640384793,8.893511313887615
0,0,13.9,56,4.7,05/01/2024,17:00,35.2512,-3.9376,63.09773329616793,-1.5569858342434486
0,0,13.3,60,3.6,05/01/2024,18:00,35.2512,-3.9376,71.18553068397263,-12.840285450905057
0,0,12.7,62,1.0,05/01/2024,19:00,35.2512,-3.9376,78.79597374297913,-24.66405193946349
0,0,12.1,65,2.3,05/01/2024,20:00,35.2512,-3.9376,86.55536565898551,-36.803081823279456
0,0,11.5,66,2.1,05/01/2024,21:00,35.2512,-3.9376,95.4453324291389,-49.0389880850351
0,0,10.9,67,1.2,05/01/2024,22:00,35.2512,-3.9376,107.65394328397099,-61.036368578164115
0,0,10.3,69,1.5,05/01/2024,23:00,35.2512,-3.9376,129.94948102108805,-71.84530660573168
0,0,9.8,68,3.3,06/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-77.28729343180544
0,0,9.3,66,3.3,06/01/2024,01:00,35.2512,-3.9376,229.81615218394964,-71.76573175520738
0,0,8.7,66,3.9,06/01/2024,02:00,35.2512,-3.9376,252.15816399831266,-60.97811592430199
0,0,8.5,67,3.1,06/01/2024,03:00,35.2512,-3.9376,264.4095513916591,-48.98772134295564
0,0,8.2,69,1.9,06/01/2024,04:00,35.2512,-3.9376,273.32545864045017,-36.75233131134058
0,0,8.0,66,1.5,06/01/2024,05:00,35.2512,-3.9376,281.10081378329187,-24.6103322041903
0,0,7.8,69,1.7,06/01/2024,06:00,35.2512,-3.9376,288.72162012719116,-12.781207196618197
4,4,7.9,68,1.7,06/01/2024,07:00,35.2512,-3.9376,296.8169302987644,-1.4905764152772605
84,143,9.5,68,1.5,06/01/2024,08:00,35.2512,-3.9376,305.9253988771982,8.968992478087927
53,306,11.3,59,0.8,06/01/2024,09:00,35.2512,-3.9376,316.57217104139306,18.18653671946622
56,439,13.0,49,1.3,06/01/2024,10:00,35.2512,-3.9376,329.19943993359317,25.59310317715611
58,526,14.4,44,2.7,06/01/2024,11:00,35.2512,-3.9376,343.89486218883775,30.485998891120154
62,543,15.4,43,4.7,06/01/2024,12:00,35.2512,-3.9376,0.0,32.210306568194554
58,503,16.0,46,6.0,06/01/2024,13:00,35.2512,-3.9376,16.105137811162248,30.485998891120154
53,404,16.1,45,6.5,06/01/2024,14:00,35.2512,-3.9376,30.800560066406845,25.59310317715611
50,258,15.7,45,4.4,06/01/2024,15:00,35.2512,-3.9376,43.42782895860693,18.18653671946622
37,95,14.6,48,1.7,06/01/2024,16:00,35.2512,-3.9376,54.07460112280184,8.968992478087927
0,0,13.4,49,0.3,06/01/2024,17:00,35.2512,-3.9376,63.18306970123559,-1.4905764152772605
0,0,12.9,55,0.3,06/01/2024,18:00,35.2512,-3.9376,71.27837987280886,-12.781207196618197
0,0,12.4,58,0.1,06/01/2024,19:00,35.2512,-3.9376,78.89918621670816,-24.6103322041903
0,0,11.8,60,0.2,06/01/2024,20:00,35.2512,-3.9376,86.67454135954986,-36.75233131134058
0,0,11.3,63,0.1,06/01/2024,21:00,35.2512,-3.9376,95.59044860834094,-48.98772134295564
0,0,10.8,62,0.1,06/01/2024,22:00,35.2512,-3.9376,107.84183600168733,-60.97811592430199
0,0,10.3,62,0.0,06/01/2024,23:00,35.2512,-3.9376,130.18384781605036,-71.76573175520738
0,0,9.8,64,0.1,07/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-77.17250668358022
0,0,9.3,68,0.0,07/01/2024,01:00,35.2512,-3.9376,229.5694640242661,-71.68093182548114
0,0,8.9,70,0.1,07/01/2024,02:00,35.2512,-3.9376,251.95941778689408,-60.91597953968511
0,0,8.7,68,0.2,07/01/2024,03:00,35.2512,-3.9376,264.2557973992043,-48.93308869224069
0,0,8.4,72,0.2,07/01/2024,04:00,35.2512,-3.9376,273.19909323217274,-36.69831566182879
0,0,8.3,76,0.1,07/01/2024,05:00,35.2512,-3.9376,280.99132216144255,-24.553216820457934
0,0,8.1,77,0.1,07/01/2024,06:00,35.2512,-3.9376,288.62308249456794,-12.718443727167426
4,4,8.2,76,0.2,07/01/2024,07:00,35.2512,-3.9376,296.72632765824824,-1.4200607783177617
83,135,9.8,72,0.2,07/01/2024,08:00,35.2512,-3.9376,305.8421785514381,9.049118607542866
65,294,11.6,63,0.3,07/01/2024,09:00,35.2512,-3.9376,316.4986958968549,18.27767314726512
66,429,13.3,60,0.5,07/01/2024,10:00,35.2512,-3.9376,329.1417689836968,25.695440906385286
74,507,14.7,56,1.0,07/01/2024,11:00,35.2512,-3.9376,343.862154891579,30.597275474044523
69,536,15.8,56,0.6,07/01/2024,12:00,35.2512,-3.9376,0.0,32.325093316419824
66,495,16.4,51,1.9,07/01/2024,13:00,35.2512,-3.9376,16.137845108420983,30.597275474044523
57,402,16.5,51,2.1,07/01/2024,14:00,35.2512,-3.9376,30.858231016303197,25.695440906385286
52,259,16.1,52,0.9,07/01/2024,15:00,35.2512,-3.9376,43.501304103145095,18.27767314726512
38,94,15.1,56,1.3,07/01/2024,16:00,35.2512,-3.9376,54.15782144856192,9.049118607542866
1,1,13.9,64,1.7,07/01/2024,17:00,35.2512,-3.9376,63.27367234175174,-1.4200607783177617
0,0,13.4,75,1.9,07/01/2024,18:00,35.2512,-3.9376,71.37691750543203,-12.718443727167426
0,0,12.8,75,2.3,07/01/2024,19:00,35.2512,-3.9376,79.00867783855745,-24.553216820457934
0,0,12.3,75,1.2,07/01/2024,20:00,35.2512,-3.9376,86.80090676782724,-36.69831566182879
0,0,11.7,77,1.3,07/01/2024,21:00,35.2512,-3.9376,95.74420260079566,-48.93308869224069
0,0,11.2,79,1.1,07/01/2024,22:00,35.2512,-3.9376,108.04058221310592,-60.91597953968511
0,0,10.7,81,1.0,07/01/2024,23:00,35.2512,-3.9376,130.4305359757339,-71.68093182548114
0,0,10.1,77,0.5,08/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-77.05107530712132
0,0,9.6,80,0.7,08/01/2024,01:00,35.2512,-3.9376,229.31088984670598,-71.59088130741154
0,0,9.1,81,1.2,08/01/2024,02:00,35.2512,-3.9376,251.75001069747924,-60.84992878675649
0,0,8.8,80,0.4,08/01/2024,03:00,35.2512,-3.9376,264.09350966478974,-48.875071595007284
0,0,8.5,86,0.1,08/01/2024,04:00,35.2512,-3.9376,273.06560634551636,-36.64102807950553
0,0,8.3,92,0.0,08/01/2024,05:00,35.2512,-3.9376,280.87560100345235,-24.49270921543028
0,0,8.1,94,0.0,08/01/2024,06:00,35.2512,-3.9376,288.51889387530343,-12.652007495037367
4,4,7.9,98,0.1,08/01/2024,07:00,35.2512,-3.9376,296.6304863401401,-1.34545936280891
79,119,9.5,89,0.2,08/01/2024,08:00,35.2512,-3.9376,305.75410051133554,9.133862526510754
115,258,11.0,81,0.5,08/01/2024,09:00,35.2512,-3.9376,316.4208834410311,18.37405458488638
149,372,12.4,68,2.7,08/01/2024,10:00,35.2512,-3.9376,329.0806516562915,25.80367789799635
175,443,13.6,64,3.9,08/01/2024,11:00,35.2512,-3.9376,343.82747239977743,30.714984567294415
179,464,14.5,63,5.6,08/01/2024,12:00,35.2512,-3.9376,0.0,32.44652469287866
169,429,15.0,64,8.3,08/01/2024,13:00,35.2512,-3.9376,16.172527600222544,30.714984567294415
139,343,15.1,60,5.0,08/01/2024,14:00,35.2512,-3.9376,30.919348343708506,25.80367789799635
98,224,14.7,61,1.7,08/01/2024,15:00,35.2512,-3.9376,43.579116558968884,18.37405458488638
49,82,13.8,64,4.2,08/01/2024,16:00,35.2512,-3.9376,54.24589948866444,9.133862526510754
0,0,12.8,68,4.2,08/01/2024,17:00,35.2512,-3.9376,63.369513659859855,-1.34545936280891
0,0,12.3,71,2.7,08/01/2024,18:00,35.2512,-3.9376,71.4811061246966,-12.652007495037367
0,0,11.7,72,1.5,08/01/2024,19:00,35.2512,-3.9376,79.12439899654767,-24.49270921543028
0,0,11.2,76,1.3,08/01/2024,20:00,35.2512,-3.9376,86.93439365448363,-36.64102807950553
0,0,10.6,80,3.1,08/01/2024,21:00,35.2512,-3.9376,95.90649033521024,-48.875071595007284
0,0,10.1,85,3.1,08/01/2024,22:00,35.2512,-3.9376,108.24998930252076,-60.84992878675649
0,0,9.5,87,4.2,08/01/2024,23:00,35.2512,-3.9376,130.68911015329402,-71.59088130741154
0,0,9.0,96,1.9,09/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-76.92303528516649
0,0,8.6,97,2.7,09/01/2024,01:00,35.2512,-3.9376,229.04088041068087,-71.49555492191834
0,0,8.1,97,3.3,09/01/2024,02:00,35.2512,-3.9376,251.5301450003239,-60.779932216364756
0,0,7.8,95,2.9,09/01/2024,03:00,35.2512,-3.9376,263.9227977919633,-48.81365096646323
0,0,7.6,94,1.2,09/01/2024,04:00,35.2512,-3.9376,272.9250698749691,-36.58046168888232
0,0,7.4,92,0.8,09/01/2024,05:00,35.2512,-3.9376,280.753702595307,-24.428813204423435
0,0,7.2,98,1.5,09/01/2024,06:00,35.2512,-3.9376,288.4090937548158,-12.581911784283932
4,4,7.3,98,1.5,09/01/2024,07:00,35.2512,-3.9376,296.5294354039072,-1.2667938514981785
79,127,8.7,94,0.8,09/01/2024,08:00,35.2512,-3.9376,305.6611836250347,9.223195454176178
105,273,10.4,82,2.1,09/01/2024,09:00,35.2512,-3.9376,316.3387419780557,18.47564709533171
130,390,11.9,72,2.7,09/01/2024,10:00,35.2512,-3.9376,329.01608711212543,25.91777773267451
149,463,13.1,64,3.3,09/01/2024,11:00,35.2512,-3.9376,343.7908105664623,30.83908971785916
156,482,14.0,59,2.1,09/01/2024,12:00,35.2512,-3.9376,0.0,32.57456471483351
148,446,14.5,55,1.3,09/01/2024,13:00,35.2512,-3.9376,16.209189433537713,30.83908971785916
123,362,14.6,53,1.9,09/01/2024,14:00,35.2512,-3.9376,30.983912887874553,25.91777773267451
95,231,14.2,59,1.5,09/01/2024,15:00,35.2512,-3.9376,43.66125802194432,18.47564709533171
50,85,13.3,62,1.7,09/01/2024,16:00,35.2512,-3.9376,54.33881637496526,9.223195454176178
0,0,12.3,65,3.9,09/01/2024,17:00,35.2512,-3.9376,63.4705645960928,-1.2667938514981785
0,0,11.7,74,4.2,09/01/2024,18:00,35.2512,-3.9376,71.59090624518423,-12.581911784283932
0,0,11.2,75,2.9,09/01/2024,19:00,35.2512,-3.9376,79.24629740469302,-24.428813204423435
0,0,10.7,81,2.1,09/01/2024,20:00,35.2512,-3.9376,87.07493012503089,-36.58046168888232
0,0,10.1,86,1.5,09/01/2024,21:00,35.2512,-3.9376,96.0772022080367,-48.81365096646323
0,0,9.6,88,0.8,09/01/2024,22:00,35.2512,-3.9376,108.4698549996761,-60.779932216364756
0,0,9.1,88,1.0,09/01/2024,23:00,35.2512,-3.9376,130.95911958931913,-71.49555492191834
0,0,8.6,89,0.8,10/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-76.78842455873746
0,0,8.1,91,2.3,10/01/2024,01:00,35.2512,-3.9376,228.75990025389757,-71.394927867583
0,0,7.6,96,1.2,10/01/2024,02:00,35.2512,-3.9376,251.30003228893946,-60.705957728573395
0,0,7.3,100,0.8,10/01/2024,03:00,35.2512,-3.9376,263.74377679505625,-48.74880726552064
0,0,7.1,100,0.7,10/01/2024,04:00,35.2512,-3.9376,272.77755930976036,-36.516609587074925
0,0,6.9,97,1.1,10/01/2024,05:00,35.2512,-3.9376,280.6256818484874,-24.361533020526224
0,0,6.7,96,0.8,10/01/2024,06:00,35.2512,-3.9376,288.29372361230696,-12.508170724407961
5,5,6.8,93,0.6,10/01/2024,07:00,35.2512,-3.9376,296.42320538720367,-1.1840871735135323
87,151,8.6,87,1.0,10/01/2024,08:00,35.2512,-3.9376,305.56344772168484,9.317087008266085
47,322,10.5,83,3.3,10/01/2024,09:00,35.2512,-3.9376,316.2522802096054,18.582414871558782
50,462,12.4,72,6.5,10/01/2024,10:00,35.2512,-3.9376,328.9480743945348,26.037701990704377
55,546,13.9,64,4.4,10/01/2024,11:00,35.2512,-3.9376,343.7521649471127,30.96955248078382
56,573,15.0,62,7.0,10/01/2024,12:00,35.2512,-3.9376,0.0,32.70917544126257
54,532,15.6,59,9.2,10/01/2024,13:00,35.2512,-3.9376,16.247835052887275,30.96955248078382
50,430,15.8,58,11.6,10/01/2024,14:00,35.2512,-3.9376,31.05192560546522,26.037701990704377
47,277,15.3,60,10.5,10/01/2024,15:00,35.2512,-3.9376,43.74771979039465,18.582414871558782
38,105,14.2,68,7.0,10/01/2024,16:00,35.2512,-3.9376,54.436552278315155,9.317087008266085
0,0,12.9,72,13.5,10/01/2024,17:00,35.2512,-3.9376,63.57679461279632,-1.1840871735135323
0,0,12.4,80,9.2,10/01/2024,18:00,35.2512,-3.9376,71.70627638769301,-12.508170724407961
0,0,11.9,82,5.6,10/01/2024,19:00,35.2512,-3.9376,79.3743181515126,-24.361533020526224
0,0,11.5,88,2.3,10/01/2024,20:00,35.2512,-3.9376,87.22244069023962,-36.516609587074925
0,0,11.0,88,0.4,10/01/2024,21:00,35.2512,-3.9376,96.25622320494374,-48.74880726552064
0,0,10.5,82,0.5,10/01/2024,22:00,35.2512,-3.9376,108.69996771106055,-60.705957728573395
0,0,10.0,79,1.1,10/01/2024,23:00,35.2512,-3.9376,131.24009974610243,-71.394927867583
0,0,9.6,77,0.8,11/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-76.64728301589759
0,0,9.2,80,0.8,11/01/2024,01:00,35.2512,-3.9376,228.4684260249907,-71.2889760678521
0,0,8.8,81,1.9,11/01/2024,02:00,35.2512,-3.9376,251.0598931287107,-60.627972738110174
0,0,8.6,84,1.1,11/01/2024,03:00,35.2512,-3.9376,263.5565669702982,-48.68052058865533
0,0,8.4,87,1.0,11/01/2024,04:00,35.2512,-3.9376,272.6231536597073,-36.44946489861093
0,0,8.3,97,2.1,11/01/2024,05:00,35.2512,-3.9376,280.49159624917,-24.29087334526392
0,0,8.1,96,1.7,11/01/2024,06:00,35.2512,-3.9376,288.17282688479304,-12.430799304616713
3,3,8.2,95,1.2,11/01/2024,07:00,35.2512,-3.9376,296.3118282815509,-1.0973635073627008
80,122,9.6,89,4.2,11/01/2024,08:00,35.2512,-3.9376,305.46091357632287,9.415505209031181
98,264,11.3,76,4.4,11/01/2024,09:00,35.2512,-3.9376,316.16150722483775,18.694320243775493
122,389,12.9,68,3.6,11/01/2024,10:00,35.2512,-3.9376,328.8766124190023,26.163410260552986
168,455,14.1,62,2.1,11/01/2024,11:00,35.2512,-3.9376,343.7115307895264,31.106332429270978
179,471,15.0,58,2.9,11/01/2024,12:00,35.2512,-3.9376,0.0,32.85031698410241
161,443,15.6,55,0.8,11/01/2024,13:00,35.2512,-3.9376,16.288469210473593,31.106332429270978
137,356,15.8,56,5.6,11/01/2024,14:00,35.2512,-3.9376,31.123387580997726,26.163410260552986
104,228,15.4,59,7.0,11/01/2024,15:00,35.2512,-3.9376,43.83849277516225,18.694320243775493
53,86,14.5,60,6.5,11/01/2024,16:00,35.2512,-3.9376,54.53908642367713,9.415505209031181
0,0,13.5,62,10.1,11/01/2024,17:00,35.2512,-3.9376,63.68817171844911,-1.0973635073627008
0,0,12.7,68,6.0,11/01/2024,18:00,35.2512,-3.9376,71.82717311520699,-12.430799304616713
0,0,12.0,68,3.6,11/01/2024,19:00,35.2512,-3.9376,79.50840375083,-24.29087334526392
0,0,11.3,72,2.3,11/01/2024,20:00,35.2512,-3.9376,87.37684634029266,-36.44946489861093
0,0,10.6,75,2.3,11/01/2024,21:00,35.2512,-3.9376,96.4434330297018,-48.68052058865533
0,0,9.8,77,1.9,11/01/2024,22:00,35.2512,-3.9376,108.94010687128929,-60.627972738110174
0,0,9.1,79,2.7,11/01/2024,23:00,35.2512,-3.9376,131.5315739750093,-71.2889760678521
0,0,8.3,85,4.7,12/01/2024,00:00,35.2512,-3.9376,180.00000000000003,-76.4996524799322
