Radiation solaire diffuse ,Radiation solaire globale ,Temperature ,Humidite,Vitesse du vent ,Date,Heure,Latitude,Longitude,Azimuth Angle,Solar Elevation
0,0,14.7,70,1.6,05/03/2024,19:00,35.2512,-3.9376,93.4425700743861,-15.9120172042157
0,0,14.3,66,2.4,05/03/2024,20:00,35.2512,-3.9376,102.83467321662904,-28.027649589184406
0,0,13.8,68,1.7,05/03/2024,21:00,35.2512,-3.9376,114.1362763093692,-39.641393772769874
0,0,13.3,71,2.8,05/03/2024,22:00,35.2512,-3.9376,129.25318044578066,-50.081234504093715
0,0,12.8,75,2.0,05/03/2024,23:00,35.2512,-3.9376,150.96354942212562,-57.99823877986083
0,0,12.4,79,1.6,06/03/2024,00:00,35.2512,-3.9376,180.00000000000003,-60.73683477047459
0,0,12.0,84,1.7,06/03/2024,01:00,35.2512,-3.9376,208.74629528829504,-57.640831274882174
0,0,11.6,91,4.2,06/03/2024,02:00,35.2512,-3.9376,230.3631164966941,-49.78021230921061
0,0,11.4,86,1.4,06/03/2024,03:00,35.2512,-3.9376,245.48594878097376,-39.38317288488875
0,0,11.1,89,2.0,06/03/2024,04:00,35.2512,-3.9376,256.8126726733791,-27.794185145938002
0,0,11.0,90,1.7,06/03/2024,05:00,35.2512,-3.9376,266.2256859073261,-15.689024921277266
0,0,11.0,86,0.3,06/03/2024,06:00,35.2512,-3.9376,274.89593633529614,-3.4518676060632743
68,85,11.7,82,0.1,06/03/2024,07:00,35.2512,-3.9376,283.67603706072373,8.626694968507138
171,235,12.8,80,0.2,06/03/2024,08:00,35.2512,-3.9376,293.3708656867961,20.23532996254592
225,377,13.9,68,0.8,06/03/2024,09:00,35.2512,-3.9376,304.9266788168252,30.936215198432436
291,492,15.0,65,3.1,06/03/2024,10:00,35.2512,-3.9376,319.5034421092837,40.0273372227733
337,564,15.9,61,4.5,06/03/2024,11:00,35.2512,-3.9376,338.0791053870112,46.40977717846903
355,583,16.6,60,3.9,06/03/2024,12:00,35.2512,-3.9376,0.0,48.76076522952543
340,548,17.0,55,3.9,06/03/2024,13:00,35.2512,-3.9376,21.92089461298875,46.40977717846903
277,489,17.2,56,3.9,06/03/2024,14:00,35.2512,-3.9376,40.496557890716296,40.0273372227733
258,340,17.2,56,2.6,06/03/2024,15:00,35.2512,-3.9376,55.07332118317481,30.936215198432436
159,197,16.7,55,5.1,06/03/2024,16:00,35.2512,-3.9376,66.6291343132039,20.23532996254592
57,65,16.0,58,5.4,06/03/2024,17:00,35.2512,-3.9376,76.3239629392763,8.626694968507138
0,0,15.3,63,11.0,06/03/2024,18:00,35.2512,-3.9376,85.10406366470386,-3.4518676060632743
0,0,14.5,67,8.3,06/03/2024,19:00,35.2512,-3.9376,93.77431409267385,-15.689024921277266
0,0,13.7,70,7.8,06/03/2024,20:00,35.2512,-3.9376,103.18732732662087,-27.794185145938002
0,0,12.8,75,3.9,06/03/2024,21:00,35.2512,-3.9376,114.51405121902624,-39.38317288488875
0,0,12.0,76,3.6,06/03/2024,22:00,35.2512,-3.9376,129.6368835033059,-49.78021230921061
0,0,11.2,80,3.1,06/03/2024,23:00,35.2512,-3.9376,151.25370471170496,-57.640831274882174
0,0,10.4,87,4.5,07/03/2024,00:00,35.2512,-3.9376,180.0,-60.34567636283953
0,0,9.5,95,3.4,07/03/2024,01:00,35.2512,-3.9376,208.46051885018795,-57.28113930667925
0,0,8.6,97,3.4,07/03/2024,02:00,35.2512,-3.9376,229.9824453417164,-49.4765585681765
0,0,8.1,92,2.4,07/03/2024,03:00,35.2512,-3.9376,245.10926297685256,-39.12255450817622
0,0,7.7,95,1.0,07/03/2024,04:00,35.2512,-3.9376,256.4599364117352,-27.55875922739004
0,0,7.3,94,0.3,07/03/2024,05:00,35.2512,-3.9376,265.89316043837755,-15.464514111044878
1,1,7.3,91,0.3,07/03/2024,06:00,35.2512,-3.9376,274.57541688863137,-3.226876723839993
46,118,8.2,91,0.3,07/03/2024,07:00,35.2512,-3.9376,283.3601892874244,8.862387509553386
71,317,9.5,84,0.6,07/03/2024,08:00,35.2512,-3.9376,293.05611640930044,20.492106055715695
94,500,10.9,77,0.5,07/03/2024,09:00,35.2512,-3.9376,304.61873616880575,31.225090919106925
124,644,12.2,64,0.6,07/03/2024,10:00,35.2512,-3.9376,319.2297243304856,40.35792431774559
134,743,13.3,61,0.9,07/03/2024,11:00,35.2512,-3.9376,337.9040035477941,46.78197115734419
134,778,14.1,59,3.1,07/03/2024,12:00,35.2512,-3.9376,0.0,49.15192363716047
116,748,14.7,52,1.6,07/03/2024,13:00,35.2512,-3.9376,22.09599645220587,46.78197115734419
91,655,14.9,51,2.2,07/03/2024,14:00,35.2512,-3.9376,40.77027566951435,40.35792431774559
66,506,14.9,52,2.4,07/03/2024,15:00,35.2512,-3.9376,55.38126383119423,31.225090919106925
54,312,14.4,54,2.2,07/03/2024,16:00,35.2512,-3.9376,66.94388359069957,20.492106055715695
39,110,13.4,61,6.2,07/03/2024,17:00,35.2512,-3.9376,76.63981071257558,8.862387509553386
1,1,12.4,66,3.9,07/03/2024,18:00,35.2512,-3.9376,85.42458311136865,-3.226876723839993
0,0,11.8,66,3.6,07/03/2024,19:00,35.2512,-3.9376,94.10683956162244,-15.464514111044878
0,0,11.2,68,6.2,07/03/2024,20:00,35.2512,-3.9376,103.54006358826477,-27.55875922739004
0,0,10.5,67,3.6,07/03/2024,21:00,35.2512,-3.9376,114.89073702314745,-39.12255450817622
0,0,9.9,71,6.2,07/03/2024,22:00,35.2512,-3.9376,130.0175546582836,-49.4765585681765
0,0,9.3,73,7.2,07/03/2024,23:00,35.2512,-3.9376,151.53948114981205,-57.28113930667925
0,0,8.9,75,4.8,08/03/2024,00:00,35.2512,-3.9376,180.0,-59.952859479947705
0,0,8.5,80,4.5,08/03/2024,01:00,35.2512,-3.9376,208.17910159542407,-56.91928261372837
0,0,8.2,81,5.4,08/03/2024,02:00,35.2512,-3.9376,229.6048907665117,-49.17037578563057
0,0,8.0,79,3.4,08/03/2024,03:00,35.2512,-3.9376,244.73378099528992,-38.859620175149075
0,0,7.8,79,2.6,08/03/2024,04:00,35.2512,-3.9376,256.10722656737227,-27.321442606395294
0,0,7.6,86,1.1,08/03/2024,05:00,35.2512,-3.9376,265.55995064214216,-15.23855338006453
1,1,7.6,90,0.6,08/03/2024,06:00,35.2512,-3.9376,274.2536812801902,-3.000830545617873
48,118,8.6,85,0.7,08/03/2024,07:00,35.2512,-3.9376,283.0425945461986,9.098812284509165
87,310,10.1,79,1.1,08/03/2024,08:00,35.2512,-3.9376,292.73897094147054,20.749398319884293
111,492,11.6,70,0.6,08/03/2024,09:00,35.2512,-3.9376,304.30759003489277,31.514448530807535
157,627,13.0,63,0.4,08/03/2024,10:00,35.2512,-3.9376,318.9521340096493,40.689257298809956
189,715,14.1,59,2.0,08/03/2024,11:00,35.2512,-3.9376,337.72570666583374,47.15547070480903
214,733,15.0,56,2.8,08/03/2024,12:00,35.2512,-3.9376,0.0,49.54474052005232
200,700,15.6,54,2.4,08/03/2024,13:00,35.2512,-3.9376,22.274293334166288,47.15547070480903
171,601,15.8,58,2.8,08/03/2024,14:00,35.2512,-3.9376,41.047865990350694,40.689257298809956
119,466,15.8,59,2.8,08/03/2024,15:00,35.2512,-3.9376,55.69240996510722,31.514448530807535
88,281,15.2,61,4.2,08/03/2024,16:00,35.2512,-3.9376,67.26102905852947,20.749398319884293
50,96,14.3,64,5.4,08/03/2024,17:00,35.2512,-3.9376,76.95740545380143,9.098812284509165
0,0,13.3,67,2.6,08/03/2024,18:00,35.2512,-3.9376,85.7463187198098,-3.000830545617873
0,0,12.9,75,2.0,08/03/2024,19:00,35.2512,-3.9376,94.44004935785783,-15.23855338006453
0,0,12.5,78,3.1,08/03/2024,20:00,35.2512,-3.9376,103.89277343262775,-27.321442606395294
0,0,12.2,82,4.2,08/03/2024,21:00,35.2512,-3.9376,115.2662190047101,-38.859620175149075
0,0,11.8,81,2.4,08/03/2024,22:00,35.2512,-3.9376,130.3951092334883,-49.17037578563057
0,0,11.4,81,2.8,08/03/2024,23:00,35.2512,-3.9376,151.82089840457593,-56.91928261372837
0,0,11.1,72,2.8,09/03/2024,00:00,35.2512,-3.9376,180.0,-59.55850052191914
0,0,10.9,76,2.4,09/03/2024,01:00,35.2512,-3.9376,207.9020203032924,-56.55538175092241
0,0,10.7,80,2.6,09/03/2024,02:00,35.2512,-3.9376,229.23053176875237,-48.861768241071616
0,0,10.6,82,1.2,09/03/2024,03:00,35.2512,-3.9376,244.3596140651765,-38.59445331962357
0,0,10.5,85,1.2,09/03/2024,04:00,35.2512,-3.9376,255.75464998707878,-27.082307562018883
0,0,10.5,91,2.2,09/03/2024,05:00,35.2512,-3.9376,265.22615294777086,-15.01121235061703
6,6,10.6,95,3.4,09/03/2024,06:00,35.2512,-3.9376,273.9308164931487,-2.7738020239326318
39,153,11.4,96,1.0,09/03/2024,07:00,35.2512,-3.9376,282.72333073830674,9.335888302252542
66,392,12.7,89,0.6,09/03/2024,08:00,35.2512,-3.9376,292.41949435350006,21.007113606417022
90,617,13.9,80,0.6,09/03/2024,09:00,35.2512,-3.9376,303.99328060947846,31.80417995756818
216,752,15.0,74,0.8,09/03/2024,10:00,35.2512,-3.9376,318.67066611338913,41.021215524987866
357,465,15.2,73,1.0,09/03/2024,11:00,35.2512,-3.9376,337.54417167363454,47.530154280743076
199,204,14.7,73,1.1,09/03/2024,12:00,35.2512,-3.9376,0.0,49.93909947808089
70,70,14.0,76,2.4,09/03/2024,13:00,35.2512,-3.9376,22.45582832636548,47.530154280743076
61,61,13.5,78,3.4,09/03/2024,14:00,35.2512,-3.9376,41.32933388661087,41.021215524987866
47,47,13.0,81,6.7,09/03/2024,15:00,35.2512,-3.9376,56.00671939052157,31.80417995756818
29,29,12.6,82,4.5,09/03/2024,16:00,35.2512,-3.9376,67.58050564649994,21.007113606417022
28,28,12.1,88,3.9,09/03/2024,17:00,35.2512,-3.9376,77.27666926169324,9.335888302252542
0,0,11.9,94,3.1,09/03/2024,18:00,35.2512,-3.9376,86.06918350685127,-2.7738020239326318
0,0,11.3,98,3.4,09/03/2024,19:00,35.2512,-3.9376,94.77384705222916,-15.01121235061703
0,0,11.6,98,1.7,09/03/2024,20:00,35.2512,-3.9376,104.24535001292121,-27.082307562018883
0,0,11.8,96,1.2,09/03/2024,21:00,35.2512,-3.9376,115.64038593482351,-38.59445331962357
0,0,11.8,96,0.9,09/03/2024,22:00,35.2512,-3.9376,130.76946823124763,-48.861768241071616
0,0,11.7,97,0.5,09/03/2024,23:00,35.2512,-3.9376,152.0979796967076,-56.55538175092241
0,0,11.6,98,0.2,10/03/2024,00:00,35.2512,-3.9376,180.0,-59.162716345824094
0,0,11.4,98,0.5,10/03/2024,01:00,35.2512,-3.9376,207.629248519629,-56.18955802072415
0,0,11.1,98,0.5,10/03/2024,02:00,35.2512,-3.9376,228.85944185673202,-48.5508418958656
0,0,11.0,98,0.3,10/03/2024,03:00,35.2512,-3.9376,243.9868699553837,-38.327139211350584
0,0,10.9,98,0.1,10/03/2024,04:00,35.2512,-3.9376,255.402311784841,-26.841427835854816
0,0,10.8,98,0.2,10/03/2024,05:00,35.2512,-3.9376,264.8918630787715,-14.782561624817617
3,3,10.9,98,0.2,10/03/2024,06:00,35.2512,-3.9376,273.6069094950334,-2.545864642775726
67,104,11.8,98,0.6,10/03/2024,07:00,35.2512,-3.9376,282.4024763460965,9.573534400946173
165,200,12.7,97,0.2,10/03/2024,08:00,35.2512,-3.9376,292.09775290023487,21.265158809101464
234,251,13.4,91,0.2,10/03/2024,09:00,35.2512,-3.9376,303.67584971681174,32.09417713238024
322,419,14.5,81,0.0,10/03/2024,10:00,35.2512,-3.9376,318.38531673672856,41.35367804376734
381,534,15.5,77,0.2,10/03/2024,11:00,35.2512,-3.9376,337.3593548624796,47.90589979390786
366,567,16.4,71,0.1,10/03/2024,12:00,35.2512,-3.9376,0.0,50.334883654175925
328,591,17.0,70,0.1,10/03/2024,13:00,35.2512,-3.9376,22.640645137520384,47.90589979390786
291,506,17.4,69,0.1,10/03/2024,14:00,35.2512,-3.9376,41.61468326327147,41.35367804376734
205,432,17.5,66,0.3,10/03/2024,15:00,35.2512,-3.9376,56.32415028318823,32.09417713238024
106,314,17.4,67,0.2,10/03/2024,16:00,35.2512,-3.9376,67.90224709976515,21.265158809101464
44,130,16.8,68,0.4,10/03/2024,17:00,35.2512,-3.9376,77.59752365390352,9.573534400946173
3,3,16.0,72,0.1,10/03/2024,18:00,35.2512,-3.9376,86.3930905049666,-2.545864642775726
0,0,15.5,79,0.1,10/03/2024,19:00,35.2512,-3.9376,95.10813692122848,-14.782561624817617
0,0,14.9,79,0.1,10/03/2024,20:00,35.2512,-3.9376,104.59768821515901,-26.841427835854816
0,0,14.4,85,0.1,10/03/2024,21:00,35.2512,-3.9376,116.0131300446163,-38.327139211350584
0,0,13.9,84,0.4,10/03/2024,22:00,35.2512,-3.9376,131.14055814326798,-48.5508418958656
0,0,13.4,90,0.4,10/03/2024,23:00,35.2512,-3.9376,152.370751480371,-56.18955802072415
0,0,12.8,90,0.3,11/03/2024,00:00,35.2512,-3.9376,180.0,-58.765624231055654
0,0,12.3,93,0.2,11/03/2024,01:00,35.2512,-3.9376,207.36075685969885,-55.82193340619884
0,0,11.7,94,0.4,11/03/2024,02:00,35.2512,-3.9376,228.49168924283293,-48.23770430069277
0,0,11.4,94,0.6,11/03/2024,03:00,35.2512,-3.9376,243.61565300898647,-38.057764889130056
0,0,11.1,97,0.2,11/03/2024,04:00,35.2512,-3.9376,255.05031533476418,-26.59887858671165
0,0,10.9,100,0.3,11/03/2024,05:00,35.2512,-3.9376,264.55717604347427,-14.55267274753308
1,1,10.9,100,0.3,11/03/2024,06:00,35.2512,-3.9376,273.28204723519826,-2.3170923796180176
76,91,11.6,99,0.3,11/03/2024,07:00,35.2512,-3.9376,282.0801104431617,9.81166929289094
183,238,12.6,93,0.3,11/03/2024,08:00,35.2512,-3.9376,291.7738140551495,21.523440919450962
281,344,13.5,85,0.3,11/03/2024,09:00,35.2512,-3.9376,303.3553408874943,32.384332060980384
332,463,14.5,81,0.6,11/03/2024,10:00,35.2512,-3.9376,318.0960832150411,41.68652364886097
382,506,15.2,75,1.0,11/03/2024,11:00,35.2512,-3.9376,337.1712119254727,48.28258464003132
373,554,15.8,76,0.6,11/03/2024,12:00,35.2512,-3.9376,0.0,50.73197576894436
395,546,16.3,73,2.0,11/03/2024,13:00,35.2512,-3.9376,22.828788074527342,48.28258464003132
339,480,16.5,73,3.1,11/03/2024,14:00,35.2512,-3.9376,41.903916784958895,41.68652364886097
275,364,16.5,68,1.7,11/03/2024,15:00,35.2512,-3.9376,56.64465911250565,32.384332060980384
167,219,16.1,68,3.1,11/03/2024,16:00,35.2512,-3.9376,68.2261859448505,21.523440919450962
64,71,15.4,70,3.1,11/03/2024,17:00,35.2512,-3.9376,77.91988955683833,9.81166929289094
0,0,14.7,74,2.2,11/03/2024,18:00,35.2512,-3.9376,86.71795276480175,-2.3170923796180176
0,0,14.2,82,0.9,11/03/2024,19:00,35.2512,-3.9376,95.44282395652574,-14.55267274753308
0,0,13.9,87,1.1,11/03/2024,20:00,35.2512,-3.9376,104.94968466523582,-26.59887858671165
0,0,13.5,86,1.0,11/03/2024,21:00,35.2512,-3.9376,116.38434699101353,-38.057764889130056
0,0,13.1,86,2.0,11/03/2024,22:00,35.2512,-3.9376,131.50831075716707,-48.23770430069277
0,0,12.7,86,1.4,11/03/2024,23:00,35.2512,-3.9376,152.63924314030115,-55.82193340619884
0,0,12.5,88,1.1,12/03/2024,00:00,35.2512,-3.9376,180.0,-58.367341844577425
0,0,12.3,91,0.5,12/03/2024,01:00,35.2512,-3.9376,207.09651329509916,-55.452630505874794
0,0,12.0,93,1.2,12/03/2024,02:00,35.2512,-3.9376,228.12733703938113,-47.922464503603436
0,0,11.9,90,0.9,12/03/2024,03:00,35.2512,-3.9376,243.24606418322028,-37.78641909257999
0,0,11.8,89,0.8,12/03/2024,04:00,35.2512,-3.9376,254.69876226744896,-26.354736343770114
0,0,11.7,88,0.8,12/03/2024,05:00,35.2512,-3.9376,264.2221861273115,-14.321618168181942
1,1,11.7,80,1.0,12/03/2024,06:00,35.2512,-3.9376,272.9563166431742,-2.0875596667464293
70,76,12.1,86,1.1,12/03/2024,07:00,35.2512,-3.9376,281.75631270478004,10.050211609815989
168,183,13.1,82,1.7,12/03/2024,08:00,35.2512,-3.9376,291.4477465444297,21.781867082525665
262,295,14.2,82,1.4,12/03/2024,09:00,35.2512,-3.9376,303.03179943632585,32.67453688667501
328,378,15.0,64,1.0,12/03/2024,10:00,35.2512,-3.9376,317.8029642412357,42.01963093943209
372,405,15.6,76,0.8,12/03/2024,11:00,35.2512,-3.9376,336.97969800562,48.660085740519186
376,476,16.3,60,1.4,12/03/2024,12:00,35.2512,-3.9376,0.0,51.13025815542261
359,417,16.6,61,1.4,12/03/2024,13:00,35.2512,-3.9376,23.02030199437999,48.660085740519186
314,356,16.8,62,2.2,12/03/2024,14:00,35.2512,-3.9376,42.1970357587643,42.01963093943209
250,280,16.7,65,2.0,12/03/2024,15:00,35.2512,-3.9376,56.96820056367413,32.67453688667501
165,196,16.5,64,2.2,12/03/2024,16:00,35.2512,-3.9376,68.55225345557027,21.781867082525665
66,76,16.0,69,2.2,12/03/2024,17:00,35.2512,-3.9376,78.24368729521997,10.050211609815989
1,1,15.3,65,3.4,12/03/2024,18:00,35.2512,-3.9376,87.04368335682582,-2.0875596667464293
0,0,15.0,71,6.2,12/03/2024,19:00,35.2512,-3.9376,95.77781387268853,-14.321618168181942
0,0,14.6,72,5.4,12/03/2024,20:00,35.2512,-3.9376,105.30123773255104,-26.354736343770114
0,0,14.2,73,8.3,12/03/2024,21:00,35.2512,-3.9376,116.75393581677972,-37.78641909257999
0,0,13.8,74,5.4,12/03/2024,22:00,35.2512,-3.9376,131.87266296061887,-47.922464503603436
0,0,13.4,78,6.7,12/03/2024,23:00,35.2512,-3.9376,152.90348670490084,-55.452630505874794
0,0,13.1,81,4.2,13/03/2024,00:00,35.2512,-3.9376,180.0,-57.96798720605605
0,0,12.8,84,6.2,13/03/2024,01:00,35.2512,-3.9376,206.83648342501166,-55.08177247037415
0,0,12.4,83,6.2,13/03/2024,02:00,35.2512,-3.9376,227.76644345603708,-47.60523295883522
0,0,12.2,86,3.1,13/03/2024,03:00,35.2512,-3.9376,242.8782010947889,-37.51319219272841
0,0,12.0,86,1.7,13/03/2024,04:00,35.2512,-3.9376,254.3477524696896,-26.109078958317895
0,0,11.9,88,1.2,13/03/2024,05:00,35.2512,-3.9376,263.88698688684747,-14.089471201484628
2,2,11.9,90,1.1,13/03/2024,06:00,35.2512,-3.9376,272.6298046278282,-1.8573413519665678
75,92,12.7,90,1.2,13/03/2024,07:00,35.2512,-3.9376,281.43116341854505,10.289079948552242
181,214,13.4,97,3.9,13/03/2024,08:00,35.2512,-3.9376,291.1196203810393,22.040344653215854
266,305,14.5,86,3.4,13/03/2024,09:00,35.2512,-3.9376,302.70527254134703,32.96468395616669
336,429,15.4,74,3.9,13/03/2024,10:00,35.2512,-3.9376,317.5059599882343,42.35287838081607
402,507,16.3,67,3.4,13/03/2024,11:00,35.2512,-3.9376,336.7847677492971,49.03827958182108
400,520,16.9,65,2.0,13/03/2024,12:00,35.2512,-3.9376,0.0,51.52961279394395
393,485,17.3,65,1.7,13/03/2024,13:00,35.2512,-3.9376,23.21523225070289,49.03827958182108
340,427,17.5,63,0.7,13/03/2024,14:00,35.2512,-3.9376,42.494040011765726,42.35287838081607
274,338,17.5,63,0.6,13/03/2024,15:00,35.2512,-3.9376,57.294727458652986,32.96468395616669
164,194,17.1,64,1.1,13/03/2024,16:00,35.2512,-3.9376,68.88037961896073,22.040344653215854
61,62,16.5,69,1.7,13/03/2024,17:00,35.2512,-3.9376,78.56883658145493,10.289079948552242
0,0,15.8,75,1.3,13/03/2024,18:00,35.2512,-3.9376,87.37019537217178,-1.8573413519665678
0,0,15.3,78,2.6,13/03/2024,19:00,35.2512,-3.9376,96.11301311315255,-14.089471201484628
0,0,14.8,82,3.4,13/03/2024,20:00,35.2512,-3.9376,105.6522475303104,-26.109078958317895
0,0,14.2,82,5.1,13/03/2024,21:00,35.2512,-3.9376,117.12179890521112,-37.51319219272841
0,0,13.7,82,3.6,13/03/2024,22:00,35.2512,-3.9376,132.23355654396292,-47.60523295883522
0,0,13.1,84,5.1,13/03/2024,23:00,35.2512,-3.9376,153.16351657498834,-55.08177247037415
0,0,12.6,87,2.4,14/03/2024,00:00,35.2512,-3.9376,180.0,-57.56767865288981
0,0,12.1,88,3.1,14/03/2024,01:00,35.2512,-3.9376,206.5806307321846,-54.709482940756004
0,0,11.6,85,5.1,14/03/2024,02:00,35.2512,-3.9376,227.40906199792462,-47.28612143652978
0,0,11.3,87,6.2,14/03/2024,03:00,35.2512,-3.9376,242.51215807013998,-37.238176121592716
0,0,11.0,88,3.6,14/03/2024,04:00,35.2512,-3.9376,253.9973840873561,-25.861985554166566
0,0,10.9,84,3.1,14/03/2024,05:00,35.2512,-3.9376,263.55167114547714,-13.856305987231096
4,4,10.9,84,1.4,14/03/2024,06:00,35.2512,-3.9376,272.3025980772652,-1.6265126587255452
89,148,12.1,79,1.2,14/03/2024,07:00,35.2512,-3.9376,281.10474349511213,10.52819291703446
92,340,13.6,69,1.2,14/03/2024,08:00,35.2512,-3.9376,290.7895068986444,22.2987812529295
117,523,15.1,61,2.8,14/03/2024,09:00,35.2512,-3.9376,302.3758093239148,33.25466588634305
193,646,16.4,54,2.8,14/03/2024,10:00,35.2512,-3.9376,317.20507223677566,42.68614436676186
190,750,17.6,53,2.2,14/03/2024,11:00,35.2512,-3.9376,336.5863753654607,49.417042255480496
190,782,18.5,49,1.4,14/03/2024,12:00,35.2512,-3.9376,0.0,51.92992134711019
176,746,19.1,49,5.1,14/03/2024,13:00,35.2512,-3.9376,23.413624634539307,49.417042255480496
172,630,19.3,48,4.2,14/03/2024,14:00,35.2512,-3.9376,42.79492776322432,42.68614436676186
134,483,19.2,48,4.2,14/03/2024,15:00,35.2512,-3.9376,57.62419067608522,33.25466588634305
117,283,18.6,53,4.8,14/03/2024,16:00,35.2512,-3.9376,69.21049310135562,22.2987812529295
59,102,17.7,55,4.5,14/03/2024,17:00,35.2512,-3.9376,78.89525650488787,10.52819291703446
1,1,16.6,58,4.8,14/03/2024,18:00,35.2512,-3.9376,87.69740192273483,-1.6265126587255452
0,0,16.0,67,3.1,14/03/2024,19:00,35.2512,-3.9376,96.44832885452287,-13.856305987231096
0,0,15.3,72,4.8,14/03/2024,20:00,35.2512,-3.9376,106.0026159126439,-25.861985554166566
0,0,14.7,73,3.6,14/03/2024,21:00,35.2512,-3.9376,117.48784192986002,-37.238176121592716
0,0,14.0,73,2.2,14/03/2024,22:00,35.2512,-3.9376,132.59093800207538,-47.28612143652978
0,0,13.3,81,1.4,14/03/2024,23:00,35.2512,-3.9376,153.4193692678154,-54.709482940756004
0,0,12.8,79,3.4,15/03/2024,00:00,35.2512,-3.9376,180.0,-57.16653480514236
0,0,12.2,81,2.8,15/03/2024,01:00,35.2512,-3.9376,206.32891682406446,-54.335885988510256
0,0,11.6,83,5.1,15/03/2024,02:00,35.2512,-3.9376,227.05524166375704,-46.96524293347184
0,0,11.3,79,3.6,15/03/2024,03:00,35.2512,-3.9376,242.14802620032427,-36.96146430090488
0,0,11.0,79,1.7,15/03/2024,04:00,35.2512,-3.9376,253.64775353131677,-25.613536476855543
0,0,10.7,79,2.0,15/03/2024,05:00,35.2512,-3.9376,263.2163309907217,-13.622197449134532
4,4,10.8,80,1.0,15/03/2024,06:00,35.2512,-3.9376,271.9747838594056,-1.3951491457099365
90,153,12.0,72,1.7,15/03/2024,07:00,35.2512,-3.9376,280.7771344789722,10.767469180575475
69,362,13.6,67,3.9,15/03/2024,08:00,35.2512,-3.9376,290.4574787852658,22.557084826622656
96,545,15.1,59,3.9,15/03/2024,09:00,35.2512,-3.9376,302.04346092963084,33.544375631984735
120,694,16.5,55,7.8,15/03/2024,10:00,35.2512,-3.9376,316.9003045085602,43.01930728321721
139,785,17.7,54,6.2,15/03/2024,11:00,35.2512,-3.9376,336.38447469098554,49.79624949890076
151,809,18.6,51,6.2,15/03/2024,12:00,35.2512,-3.9376,0.0,52.33106519485766
132,778,19.2,49,6.2,15/03/2024,13:00,35.2512,-3.9376,23.61552530901448,49.79624949890076
119,672,19.5,49,4.2,15/03/2024,14:00,35.2512,-3.9376,43.09969549143978,43.01930728321721
93,516,19.4,52,3.9,15/03/2024,15:00,35.2512,-3.9376,57.956539070369175,33.544375631984735
76,321,18.8,53,3.6,15/03/2024,16:00,35.2512,-3.9376,69.54252121473422,22.557084826622656
49,120,17.8,59,2.6,15/03/2024,17:00,35.2512,-3.9376,79.22286552102783,10.767469180575475
1,1,16.7,66,2.8,15/03/2024,18:00,35.2512,-3.9376,88.02521614059442,-1.3951491457099365
0,0,16.3,70,3.9,15/03/2024,19:00,35.2512,-3.9376,96.78366900927831,-13.622197449134532
0,0,15.9,73,1.6,15/03/2024,20:00,35.2512,-3.9376,106.35224646868322,-25.613536476855543
0,0,15.5,78,1.0,15/03/2024,21:00,35.2512,-3.9376,117.85197379967573,-36.96146430090488
0,0,15.1,78,1.6,15/03/2024,22:00,35.2512,-3.9376,132.94475833624296,-46.96524293347184
0,0,14.7,84,2.2,15/03/2024,23:00,35.2512,-3.9376,153.67108317593554,-54.335885988510256
0,0,14.5,83,1.3,16/03/2024,00:00,35.2512,-3.9376,180.0,-56.76467453039314
0,0,14.3,81,0.9,16/03/2024,01:00,35.2512,-3.9376,206.08130165953355,-53.961106057140086
0,0,14.2,83,1.2,16/03/2024,02:00,35.2512,-3.9376,226.70502714327375,-46.64271158495973
0,0,14.1,84,0.7,16/03/2024,03:00,35.2512,-3.9376,241.78589340005522,-36.6831515701345
0,0,14.0,87,0.3,16/03/2024,04:00,35.2512,-3.9376,253.29895548625205,-25.363813241746215
0,0,14.0,91,0.0,16/03/2024,05:00,35.2512,-3.9376,262.88105777303565,-13.387221252839765
3,3,14.0,94,0.0,16/03/2024,06:00,35.2512,-3.9376,271.6464488231657,-1.1633266659751484
83,132,15.2,88,0.2,16/03/2024,07:00,35.2512,-3.9376,280.4484185591663,11.006827508355087
134,307,16.7,86,0.5,16/03/2024,08:00,35.2512,-3.9376,290.1236101165216,22.81516370010894
235,428,18.0,75,0.9,16/03/2024,09:00,35.2512,-3.9376,301.70828060993034,33.833706554343806
315,535,19.1,68,2.6,16/03/2024,10:00,35.2512,-3.9376,316.59166220473014,43.35224557367849
348,616,20.1,60,1.3,16/03/2024,11:00,35.2512,-3.9376,336.1790192625216,50.17577673686097
370,598,20.8,58,2.2,16/03/2024,12:00,35.2512,-3.9376,0.0,52.73292546960688
338,610,21.4,56,3.4,16/03/2024,13:00,35.2512,-3.9376,23.820980737478433,50.17577673686097
267,563,21.7,56,2.2,16/03/2024,14:00,35.2512,-3.9376,43.40833779526983,43.35224557367849
218,420,21.7,55,2.4,16/03/2024,15:00,35.2512,-3.9376,58.291719390069666,33.833706554343806
175,229,21.2,54,2.0,16/03/2024,16:00,35.2512,-3.9376,69.87638988347838,22.81516370010894
72,95,20.4,58,2.6,16/03/2024,17:00,35.2512,-3.9376,79.55158144083367,11.006827508355087
1,1,19.5,63,1.4,16/03/2024,18:00,35.2512,-3.9376,88.3535511768343,-1.1633266659751484
0,0,18.8,69,1.0,16/03/2024,19:00,35.2512,-3.9376,97.11894222696438,-13.387221252839765
0,0,18.1,71,0.8,16/03/2024,20:00,35.2512,-3.9376,106.70104451374795,-25.363813241746215
